c5.12xlarge	CG	C	1	ERRORPOW
c5.12xlarge	CG	C	2	ERRORPOW
c5.12xlarge	CG	C	4	ERRORPOW
c5.12xlarge	CG	C	8	ERRORPOW
c5.12xlarge	CG	C	16	ERRORPOW
c5.12xlarge	CG	C	32	DONOTEXIST
c5.12xlarge	CG	D	1	ERRORPOW
c5.12xlarge	CG	D	2	ERRORPOW
c5.12xlarge	CG	D	4	ERRORPOW
c5.12xlarge	CG	D	8	ERRORPOW
c5.12xlarge	CG	D	16	ERRORPOW
c5.12xlarge	CG	D	32	DONOTEXIST
c5.12xlarge	CG	E	1	ERRORPOW
c5.12xlarge	CG	E	2	ERRORPOW
c5.12xlarge	CG	E	4	ERRORPOW
c5.12xlarge	CG	E	8	ERRORPOW
c5.12xlarge	CG	E	16	ERRORPOW
c5.12xlarge	CG	E	32	DONOTEXIST
c5.12xlarge	MG	C	1	DONOTEXIST
c5.12xlarge	MG	C	2	0.158227
c5.12xlarge	MG	C	4	0.0857064
c5.12xlarge	MG	C	8	0.0487258
c5.12xlarge	MG	C	16	0.0299066
c5.12xlarge	MG	C	32	DONOTEXIST
c5.12xlarge	MG	D	1	2.18981
c5.12xlarge	MG	D	2	1.49429
c5.12xlarge	MG	D	4	0.818732
c5.12xlarge	MG	D	8	0.424145
c5.12xlarge	MG	D	16	0.181481
c5.12xlarge	MG	D	32	DONOTEXIST
c5.12xlarge	MG	E	1	ERRORSEG
c5.12xlarge	MG	E	2	ERRORMEM
c5.12xlarge	MG	E	4	6.15133
c5.12xlarge	MG	E	8	3.34527
c5.12xlarge	MG	E	16	1.59672
c5.12xlarge	MG	E	32	DONOTEXIST
c5.12xlarge	EP	C	1	0.00331
c5.12xlarge	EP	C	2	0.0033182
c5.12xlarge	EP	C	4	0.0035942
c5.12xlarge	EP	C	8	0.0040058
c5.12xlarge	EP	C	16	0.0031516
c5.12xlarge	EP	C	32	DONOTEXIST
c5.12xlarge	EP	D	1	0.0033376
c5.12xlarge	EP	D	2	0.0034274
c5.12xlarge	EP	D	4	0.0036976
c5.12xlarge	EP	D	8	0.004027
c5.12xlarge	EP	D	16	0.003893
c5.12xlarge	EP	D	32	DONOTEXIST
c5.12xlarge	EP	E	1	0.0034384
c5.12xlarge	EP	E	2	0.0037778
c5.12xlarge	EP	E	4	0.0039796
c5.12xlarge	EP	E	8	0.0036482
c5.12xlarge	EP	E	16	0.0042482
c5.12xlarge	EP	E	32	DONOTEXIST
c5.12xlarge	IS	C	1	DONOTEXIST
c5.12xlarge	IS	C	2	ERRORPOW
c5.12xlarge	IS	C	4	ERRORPOW
c5.12xlarge	IS	C	8	ERRORPOW
c5.12xlarge	IS	C	16	ERRORPOW
c5.12xlarge	IS	C	32	DONOTEXIST
c5.12xlarge	IS	D	1	ERRORPOW
c5.12xlarge	IS	D	2	ERRORPOW
c5.12xlarge	IS	D	4	ERRORPOW
c5.12xlarge	IS	D	8	ERRORPOW
c5.12xlarge	IS	D	16	ERRORPOW
c5.12xlarge	IS	D	32	DONOTEXIST
c5.12xlarge	IS	E	1	ERRORPOW
c5.12xlarge	IS	E	2	ERRORPOW
c5.12xlarge	IS	E	4	ERRORPOW
c5.12xlarge	IS	E	8	ERRORPOW
c5.12xlarge	IS	E	16	ERRORPOW
c5.12xlarge	IS	E	32	DONOTEXIST
c5.12xlarge	FT	C	1	0.678301
c5.12xlarge	FT	C	2	ERRORNET
c5.12xlarge	FT	C	4	ERRORNET
c5.12xlarge	FT	C	8	ERRORNET
c5.12xlarge	FT	C	16	ERRORNET
c5.12xlarge	FT	C	32	DONOTEXIST
c5.12xlarge	FT	D	1	ERRORMEM
c5.12xlarge	FT	D	2	11.3579
c5.12xlarge	FT	D	4	8.26411
c5.12xlarge	FT	D	8	ERRORNET
c5.12xlarge	FT	D	16	ERRORNET
c5.12xlarge	FT	D	32	DONOTEXIST
c5.12xlarge	FT	E	1	ERRORMEM
c5.12xlarge	FT	E	2	ERRORMEM
c5.12xlarge	FT	E	4	ERRORMEM
c5.12xlarge	FT	E	8	ERRORMEM
c5.12xlarge	FT	E	16	28.1702
c5.12xlarge	FT	E	32	DONOTEXIST
c5.18xlarge	CG	C	1	ERRORPOW
c5.18xlarge	CG	C	2	ERRORPOW
c5.18xlarge	CG	C	4	ERRORPOW
c5.18xlarge	CG	C	8	ERRORPOW
c5.18xlarge	CG	C	16	ERRORPOW
c5.18xlarge	CG	C	32	DONOTEXIST
c5.18xlarge	CG	D	1	ERRORPOW
c5.18xlarge	CG	D	2	ERRORPOW
c5.18xlarge	CG	D	4	ERRORPOW
c5.18xlarge	CG	D	8	ERRORPOW
c5.18xlarge	CG	D	16	ERRORPOW
c5.18xlarge	CG	D	32	DONOTEXIST
c5.18xlarge	CG	E	1	ERRORPOW
c5.18xlarge	CG	E	2	ERRORPOW
c5.18xlarge	CG	E	4	ERRORPOW
c5.18xlarge	CG	E	8	ERRORPOW
c5.18xlarge	CG	E	16	ERRORPOW
c5.18xlarge	CG	E	32	DONOTEXIST
c5.18xlarge	MG	C	1	0.136568
c5.18xlarge	MG	C	2	0.0771318
c5.18xlarge	MG	C	4	0.0455658
c5.18xlarge	MG	C	8	0.0302736
c5.18xlarge	MG	C	16	0.0224482
c5.18xlarge	MG	C	32	DONOTEXIST
c5.18xlarge	MG	D	1	1.22052
c5.18xlarge	MG	D	2	0.712083
c5.18xlarge	MG	D	4	0.359801
c5.18xlarge	MG	D	8	0.21815
c5.18xlarge	MG	D	16	0.112595
c5.18xlarge	MG	D	32	DONOTEXIST
c5.18xlarge	MG	E	1	ERRORMEM
c5.18xlarge	MG	E	2	5.43794
c5.18xlarge	MG	E	4	2.95893
c5.18xlarge	MG	E	8	1.40945
c5.18xlarge	MG	E	16	ERRORNET
c5.18xlarge	MG	E	32	DONOTEXIST
c5.18xlarge	EP	C	1	0.0034742
c5.18xlarge	EP	C	2	0.0036452
c5.18xlarge	EP	C	4	0.0048485
c5.18xlarge	EP	C	8	0.0034994
c5.18xlarge	EP	C	16	0.003909
c5.18xlarge	EP	C	32	DONOTEXIST
c5.18xlarge	EP	D	1	0.00352425
c5.18xlarge	EP	D	2	0.004061
c5.18xlarge	EP	D	4	0.004099
c5.18xlarge	EP	D	8	0.0036372
c5.18xlarge	EP	D	16	0.0035018
c5.18xlarge	EP	D	32	DONOTEXIST
c5.18xlarge	EP	E	1	0.003423
c5.18xlarge	EP	E	2	0.0035636
c5.18xlarge	EP	E	4	0.0035434
c5.18xlarge	EP	E	8	0.003883
c5.18xlarge	EP	E	16	0.0043712
c5.18xlarge	EP	E	32	DONOTEXIST
c5.18xlarge	IS	C	1	ERRORPOW
c5.18xlarge	IS	C	2	ERRORPOW
c5.18xlarge	IS	C	4	ERRORPOW
c5.18xlarge	IS	C	8	ERRORPOW
c5.18xlarge	IS	C	16	ERRORPOW
c5.18xlarge	IS	C	32	DONOTEXIST
c5.18xlarge	IS	D	1	ERRORPOW
c5.18xlarge	IS	D	2	ERRORPOW
c5.18xlarge	IS	D	4	ERRORPOW
c5.18xlarge	IS	D	8	ERRORPOW
c5.18xlarge	IS	D	16	ERRORPOW
c5.18xlarge	IS	D	32	DONOTEXIST
c5.18xlarge	IS	E	1	ERRORPOW
c5.18xlarge	IS	E	2	ERRORPOW
c5.18xlarge	IS	E	4	ERRORPOW
c5.18xlarge	IS	E	8	ERRORPOW
c5.18xlarge	IS	E	16	ERRORPOW
c5.18xlarge	IS	E	32	DONOTEXIST
c5.18xlarge	FT	C	1	0.350716
c5.18xlarge	FT	C	2	ERRORNET
c5.18xlarge	FT	C	4	ERRORNET
c5.18xlarge	FT	C	8	ERRORNET
c5.18xlarge	FT	C	16	ERRORSEG
c5.18xlarge	FT	C	32	DONOTEXIST
c5.18xlarge	FT	D	1	8.71491
c5.18xlarge	FT	D	2	6.74012
c5.18xlarge	FT	D	4	ERRORNET
c5.18xlarge	FT	D	8	ERRORNET
c5.18xlarge	FT	D	16	ERRORNET
c5.18xlarge	FT	D	32	DONOTEXIST
c5.18xlarge	FT	E	1	ERRORMEM
c5.18xlarge	FT	E	2	ERRORMEM
c5.18xlarge	FT	E	4	ERRORMEM
